Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"JKHY","JACK HENRY AND ASSOCIATES INC","IT","Aandelen","9.454.896,36","0,02","9.454.896,36","60.138,00","157,22","Verenigde Staten","NASDAQ","USD"
"PNR","PENTAIR","Industrie","Aandelen","9.390.571,56","0,02","9.390.571,56","152.916,00","61,41","Verenigde Staten","New York Stock Exchange Inc.","USD"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrie","Aandelen","9.328.776,14","0,02","9.328.776,14","157.103,00","59,38","Hong Kong","Singapore Exchange","USD"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Basis-consumentengoederen","Aandelen","9.302.914,81","0,02","9.302.914,81","83,00","112.083,31","Zwitserland","SIX Swiss Exchange","CHF"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrie","Aandelen","9.275.353,65","0,02","9.275.353,65","5.996.572,00","1,55","Verenigd Koninkrijk","London Stock Exchange","GBP"
"WLN","WORLDLINE SA","IT","Aandelen","9.267.294,08","0,02","9.267.294,08","197.910,00","46,83","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"MNDI","MONDI PLC","Materialen","Aandelen","9.263.709,48","0,02","9.263.709,48","374.214,00","24,76","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Basis-consumentengoederen","Aandelen","9.251.382,25","0,02","9.251.382,25","835,00","11.079,50","Zwitserland","SIX Swiss Exchange","CHF"
"OTEX","OPEN TEXT CORP","IT","Aandelen","9.251.623,50","0,02","9.251.623,50","203.259,00","45,52","Canada","Toronto Stock Exchange","CAD"
"SVT","SEVERN TRENT PLC","Nutsbedrijven","Aandelen","9.243.761,15","0,02","9.243.761,15","236.872,00","39,02","Verenigd Koninkrijk","London Stock Exchange","GBP"
"NHY","NORSK HYDRO","Materialen","Aandelen","9.237.140,24","0,02","9.237.140,24","1.164.572,00","7,93","Noorwegen","Oslo Bors Asa","NOK"
"UU.","UNITED UTILITIES GROUP PLC","Nutsbedrijven","Aandelen","9.226.397,59","0,02","9.226.397,59","641.479,00","14,38","Verenigd Koninkrijk","London Stock Exchange","GBP"
"YAR","YARA INTERNATIONAL","Materialen","Aandelen","9.205.390,85","0,02","9.205.390,85","174.676,00","52,70","Noorwegen","Oslo Bors Asa","NOK"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrie","Aandelen","9.196.109,72","0,02","9.196.109,72","112.093,00","82,04","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Communicatie","Aandelen","9.174.674,64","0,02","9.174.674,64","159.949,00","57,36","Verenigde Staten","NASDAQ","USD"
"LEA","LEAR CORP","Luxe-consumentengoederen","Aandelen","9.171.386,00","0,02","9.171.386,00","54.820,00","167,30","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9962","MISUMI GROUP INC","Industrie","Aandelen","9.159.448,22","0,02","9.159.448,22","291.700,00","31,40","Japan","Tokyo Stock Exchange","JPY"
"BG","BUNGE LTD","Basis-consumentengoederen","Aandelen","9.161.078,55","0,02","9.161.078,55","94.845,00","96,59","Verenigde Staten","New York Stock Exchange Inc.","USD"
"1COV","COVESTRO AG","Materialen","Aandelen","9.159.143,18","0,02","9.159.143,18","150.077,00","61,03","Duitsland","Xetra","EUR"
"TEL","TELENOR","Communicatie","Aandelen","9.126.882,96","0,02","9.126.882,96","551.111,00","16,56","Noorwegen","Oslo Bors Asa","NOK"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gezondheidszorg","Aandelen","9.107.049,50","0,02","9.107.049,50","22.300,00","408,39","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"8015","TOYOTA TSUSHO CORP","Industrie","Aandelen","9.099.527,91","0,02","9.099.527,91","237.400,00","38,33","Japan","Tokyo Stock Exchange","JPY"
"AOS","A O SMITH CORP","Industrie","Aandelen","9.083.113,35","0,02","9.083.113,35","119.751,00","75,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ARGX","ARGENX","Gezondheidszorg","Aandelen","9.080.319,77","0,02","9.080.319,77","34.955,00","259,77","België","Nyse Euronext - Euronext Brussels","EUR"
"DHER","DELIVERY HERO","Luxe-consumentengoederen","Aandelen","9.058.877,57","0,02","9.058.877,57","123.185,00","73,54","Duitsland","Xetra","EUR"
"RPM","RPM INTERNATIONAL INC","Materialen","Aandelen","9.030.375,33","0,02","9.030.375,33","103.881,00","86,93","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RHI","ROBERT HALF","Industrie","Aandelen","9.026.076,00","0,02","9.026.076,00","81.316,00","111,00","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Vastgoed","Aandelen","8.990.739,16","0,02","8.990.739,16","409.228,00","21,97","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PSN","PERSIMMON PLC","Luxe-consumentengoederen","Aandelen","8.928.495,05","0,02","8.928.495,05","283.583,00","31,48","Verenigd Koninkrijk","London Stock Exchange","GBP"
"EXAS","EXACT SCIENCES CORP","Gezondheidszorg","Aandelen","8.929.357,80","0,02","8.929.357,80","129.580,00","68,91","Verenigde Staten","NASDAQ","USD"
"HSIC","HENRY SCHEIN INC","Gezondheidszorg","Aandelen","8.902.415,28","0,02","8.902.415,28","119.064,00","74,77","Verenigde Staten","NASDAQ","USD"
"PUM","PUMA","Luxe-consumentengoederen","Aandelen","8.891.539,04","0,02","8.891.539,04","86.181,00","103,17","Duitsland","Xetra","EUR"
"UCB","UCB SA","Gezondheidszorg","Aandelen","8.887.486,67","0,02","8.887.486,67","90.875,00","97,80","België","Nyse Euronext - Euronext Brussels","EUR"
"PNDORA","PANDORA","Luxe-consumentengoederen","Aandelen","8.860.962,26","0,02","8.860.962,26","84.147,00","105,30","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"6201","TOYOTA INDUSTRIES CORP","Industrie","Aandelen","8.854.740,35","0,02","8.854.740,35","120.263,00","73,63","Japan","Tokyo Stock Exchange","JPY"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Industrie","Aandelen","8.855.328,76","0,02","8.855.328,76","51.720,00","171,22","Verenigd Koninkrijk","London Stock Exchange","GBP"
"8697","JAPAN EXCHANGE GROUP INC","Financiële waarden","Aandelen","8.844.237,95","0,02","8.844.237,95","448.900,00","19,70","Japan","Tokyo Stock Exchange","JPY"
"CA","CARREFOUR SA","Basis-consumentengoederen","Aandelen","8.840.406,09","0,02","8.840.406,09","444.843,00","19,87","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"SNA","SNAP ON INC","Industrie","Aandelen","8.823.977,16","0,02","8.823.977,16","43.027,00","205,08","Verenigde Staten","New York Stock Exchange Inc.","USD"
"JNPR","JUNIPER NETWORKS INC","IT","Aandelen","8.818.737,25","0,02","8.818.737,25","280.405,00","31,45","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HEIO","HEINEKEN HOLDING NV","Basis-consumentengoederen","Aandelen","8.804.498,42","0,02","8.804.498,42","98.284,00","89,58","Nederland","Euronext Amsterdam","EUR"
"INVE A","INVESTOR CLASS A","Financiële waarden","Aandelen","8.775.950,16","0,02","8.775.950,16","395.945,00","22,16","Zweden","Nasdaq Omx Nordic","SEK"
"PODD","INSULET CORP","Gezondheidszorg","Aandelen","8.758.013,20","0,02","8.758.013,20","44.959,00","194,80","Verenigde Staten","NASDAQ","USD"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aandelen","8.752.160,58","0,02","8.752.160,58","1.272.462,00","6,88","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SK3","SMURFIT KAPPA GROUP PLC","Materialen","Aandelen","8.749.806,06","0,02","8.749.806,06","169.798,00","51,53","Ierland","Irish Stock Exchange - All Market","EUR"
"SRG","SNAM","Nutsbedrijven","Aandelen","8.742.689,16","0,02","8.742.689,16","1.576.534,00","5,55","Italië","Borsa Italiana","EUR"
"4684","OBIC LTD","IT","Aandelen","8.730.319,72","0,02","8.730.319,72","56.024,00","155,83","Japan","Tokyo Stock Exchange","JPY"
"IAC","IAC INTERACTIVE","Communicatie","Aandelen","8.725.833,99","0,02","8.725.833,99","69.969,00","124,71","Verenigde Staten","NASDAQ","USD"
"SOLB","SOLVAY SA","Materialen","Aandelen","8.723.127,44","0,02","8.723.127,44","71.913,00","121,30","België","Nyse Euronext - Euronext Brussels","EUR"
"1928","SEKISUI HOUSE LTD","Luxe-consumentengoederen","Aandelen","8.712.190,07","0,02","8.712.190,07","439.013,00","19,84","Japan","Tokyo Stock Exchange","JPY"
"HLMA","HALMA PLC","IT","Aandelen","8.705.685,32","0,02","8.705.685,32","267.958,00","32,49","Verenigd Koninkrijk","London Stock Exchange","GBP"
"XRAY","DENTSPLY SIRONA INC","Gezondheidszorg","Aandelen","8.651.215,48","0,02","8.651.215,48","163.973,00","52,76","Verenigde Staten","NASDAQ","USD"
"66","MTR CORPORATION CORP LTD","Industrie","Aandelen","8.631.757,32","0,02","8.631.757,32","1.571.000,00","5,49","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALLE","ALLEGION PLC","Industrie","Aandelen","8.613.813,78","0,02","8.613.813,78","71.478,00","120,51","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CGNX","COGNEX CORP","IT","Aandelen","8.603.674,90","0,02","8.603.674,90","137.395,00","62,62","Verenigde Staten","NASDAQ","USD"
"KPN","KONINKLIJKE KPN NV","Communicatie","Aandelen","8.597.995,25","0,02","8.597.995,25","2.674.956,00","3,21","Nederland","Euronext Amsterdam","EUR"
"ABMD","ABIOMED INC","Gezondheidszorg","Aandelen","8.592.140,50","0,02","8.592.140,50","30.985,00","277,30","Verenigde Staten","NASDAQ","USD"
"EDEN","EDENRED","IT","Aandelen","8.551.280,38","0,02","8.551.280,38","205.135,00","41,69","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"NRG","NRG ENERGY INC","Nutsbedrijven","Aandelen","8.542.369,60","0,02","8.542.369,60","219.260,00","38,96","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WRB","WR BERKLEY CORP","Financiële waarden","Aandelen","8.533.135,38","0,02","8.533.135,38","104.907,00","81,34","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SEDG","SOLAREDGE TECHNOLOGIES INC","IT","Aandelen","8.526.665,16","0,02","8.526.665,16","40.638,00","209,82","Verenigde Staten","NASDAQ","USD"
"9101","NIPPON YUSEN","Industrie","Aandelen","8.520.317,03","0,02","8.520.317,03","122.800,00","69,38","Japan","Tokyo Stock Exchange","JPY"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Luxe-consumentengoederen","Aandelen","8.508.687,30","0,02","8.508.687,30","133.731,00","63,63","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CTC.A","CANADIAN TIRE LTD CLASS A","Luxe-consumentengoederen","Aandelen","8.506.984,35","0,02","8.506.984,35","61.234,00","138,93","Canada","Toronto Stock Exchange","CAD"
"9843","NITORI HOLDINGS LTD","Luxe-consumentengoederen","Aandelen","8.506.500,58","0,02","8.506.500,58","61.224,00","138,94","Japan","Tokyo Stock Exchange","JPY"
"TDOC","TELADOC HEALTH INC","Gezondheidszorg","Aandelen","8.473.836,00","0,02","8.473.836,00","125.650,00","67,44","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SCA B","SVENSKA CELLULOSA B","Materialen","Aandelen","8.464.126,65","0,02","8.464.126,65","488.012,00","17,34","Zweden","Nasdaq Omx Nordic","SEK"
"ENT","ENTAIN PLC","Luxe-consumentengoederen","Aandelen","8.451.103,72","0,02","8.451.103,72","407.659,00","20,73","Verenigd Koninkrijk","London Stock Exchange","GBP"
"4188","MITSUBISHI CHEMICAL CORP","Materialen","Aandelen","8.453.682,23","0,02","8.453.682,23","1.117.270,00","7,57","Japan","Tokyo Stock Exchange","JPY"
"4523","EISAI LTD","Gezondheidszorg","Aandelen","8.449.288,58","0,02","8.449.288,58","170.440,00","49,57","Japan","Tokyo Stock Exchange","JPY"
"MONC","MONCLER","Luxe-consumentengoederen","Aandelen","8.435.464,16","0,02","8.435.464,16","133.961,00","62,97","Italië","Borsa Italiana","EUR"
"9021","WEST JAPAN RAILWAY","Industrie","Aandelen","8.426.122,09","0,02","8.426.122,09","205.439,00","41,02","Japan","Tokyo Stock Exchange","JPY"
"6762","TDK CORP","IT","Aandelen","8.407.614,02","0,02","8.407.614,02","257.800,00","32,61","Japan","Tokyo Stock Exchange","JPY"
"AENA","AENA SME SA","Industrie","Aandelen","8.408.672,91","0,02","8.408.672,91","51.907,00","162,00","Spanje","Bolsa De Madrid","EUR"
"KGF","KINGFISHER PLC","Luxe-consumentengoederen","Aandelen","8.384.557,36","0,02","8.384.557,36","1.935.354,00","4,33","Verenigd Koninkrijk","London Stock Exchange","GBP"
"AEM","AGNICO EAGLE MINES LTD","Materialen","Aandelen","8.382.249,84","0,02","8.382.249,84","179.051,00","46,81","Canada","Toronto Stock Exchange","CAD"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Nutsbedrijven","Aandelen","8.366.083,46","0,02","8.366.083,46","1.085.946,00","7,70","Italië","Borsa Italiana","EUR"
"BKI","BLACK KNIGHT INC","IT","Aandelen","8.367.829,47","0,02","8.367.829,47","119.421,00","70,07","Verenigde Staten","New York Stock Exchange Inc.","USD"
"L","LOEWS CORP","Financiële waarden","Aandelen","8.363.493,10","0,02","8.363.493,10","143.530,00","58,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RE","EVEREST RE GROUP LTD","Financiële waarden","Aandelen","8.356.266,10","0,02","8.356.266,10","30.065,00","277,94","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ZEN","ZENDESK INC","IT","Aandelen","8.357.621,08","0,02","8.357.621,08","92.329,00","90,52","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VOW","VOLKSWAGEN AG","Luxe-consumentengoederen","Aandelen","8.333.918,53","0,02","8.333.918,53","29.018,00","287,20","Duitsland","Xetra","EUR"
"VACN","VAT GROUP AG","Industrie","Aandelen","8.305.315,37","0,02","8.305.315,37","21.465,00","386,92","Zwitserland","SIX Swiss Exchange","CHF"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gezondheidszorg","Aandelen","8.296.352,61","0,02","8.296.352,61","65.589,00","126,49","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BILL","BILL COM HOLDINGS INC","IT","Aandelen","8.288.316,24","0,02","8.288.316,24","53.103,00","156,08","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TLS","TELSTRA CORPORATION LTD","Communicatie","Aandelen","8.262.071,93","0,02","8.262.071,93","3.019.783,00","2,74","Australië","Asx - All Markets","AUD"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aandelen","8.260.060,29","0,02","8.260.060,29","317.332,00","26,03","Japan","Tokyo Stock Exchange","JPY"
"GDDY","GODADDY INC CLASS A","IT","Aandelen","8.242.612,20","0,02","8.242.612,20","118.089,00","69,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Communicatie","Aandelen","8.229.988,80","0,02","8.229.988,80","692.760,00","11,88","Verenigde Staten","New York Stock Exchange Inc.","USD"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Vastgoed","Aandelen","8.225.879,72","0,02","8.225.879,72","110.916,00","74,16","Frankrijk","Euronext Amsterdam","EUR"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrie","Aandelen","8.197.743,78","0,02","8.197.743,78","150.307,00","54,54","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TELIA","TELIA COMPANY","Communicatie","Aandelen","8.194.910,01","0,02","8.194.910,01","2.144.621,00","3,82","Zweden","Nasdaq Omx Nordic","SEK"
"NWL","NEWELL BRANDS INC","Luxe-consumentengoederen","Aandelen","8.187.182,70","0,02","8.187.182,70","353.658,00","23,15","Verenigde Staten","NASDAQ","USD"
"7201","NISSAN MOTOR LTD","Luxe-consumentengoederen","Aandelen","8.183.518,41","0,02","8.183.518,41","1.598.826,00","5,12","Japan","Tokyo Stock Exchange","JPY"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gezondheidszorg","Aandelen","8.163.906,16","0,02","8.163.906,16","426.698,00","19,13","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"KL","KIRKLAND LAKE GOLD LTD","Materialen","Aandelen","8.154.724,56","0,02","8.154.724,56","220.669,00","36,95","Canada","Toronto Stock Exchange","CAD"
"REG","REGENCY CENTERS REIT CORP","Vastgoed","Aandelen","8.156.322,31","0,02","8.156.322,31","116.903,00","69,77","Verenigde Staten","NASDAQ","USD"
"BEN","FRANKLIN RESOURCES INC","Financiële waarden","Aandelen","8.149.747,58","0,02","8.149.747,58","260.126,00","31,33","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aandelen","8.143.905,68","0,02","8.143.905,68","38.224,00","213,06","Duitsland","Xetra","EUR"
"7270","SUBARU CORP","Luxe-consumentengoederen","Aandelen","8.136.738,27","0,02","8.136.738,27","459.900,00","17,69","Japan","Tokyo Stock Exchange","JPY"
"JPY","JPY CASH","Liquide middelen en/of derivaten","Liquiditeiten","8.035.005,59","0,02","8.035.005,59","927.601.220,00","0,87","Japan","-","JPY"
"NTGY","NATURGY ENERGY SA","Nutsbedrijven","Aandelen","8.032.406,82","0,02","8.032.406,82","251.733,00","31,91","Spanje","Bolsa De Madrid","EUR"
"LII","LENNOX INTERNATIONAL INC","Industrie","Aandelen","8.003.763,65","0,02","8.003.763,65","29.377,00","272,45","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MTN","VAIL RESORTS INC","Luxe-consumentengoederen","Aandelen","7.998.319,30","0,02","7.998.319,30","30.070,00","265,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DASH","DOORDASH INC CLASS A","Luxe-consumentengoederen","Aandelen","7.977.968,34","0,02","7.977.968,34","83.026,00","96,09","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BOL","BOLIDEN","Materialen","Aandelen","7.956.658,48","0,02","7.956.658,48","190.259,00","41,82","Zweden","Nasdaq Omx Nordic","SEK"
"SHL","SONIC HEALTHCARE LTD","Gezondheidszorg","Aandelen","7.954.581,33","0,02","7.954.581,33","303.326,00","26,22","Australië","Asx - All Markets","AUD"
"ITRK","INTERTEK GROUP PLC","Industrie","Aandelen","7.921.869,02","0,02","7.921.869,02","110.941,00","71,41","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CPU","COMPUTERSHARE","IT","Aandelen","7.906.345,72","0,02","7.906.345,72","580.046,00","13,63","Australië","Asx - All Markets","AUD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financiële waarden","Aandelen","7.888.632,99","0,02","7.888.632,99","1.023.169,00","7,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"STJ","ST JAMESS PLACE PLC","Financiële waarden","Aandelen","7.881.984,81","0,02","7.881.984,81","387.210,00","20,36","Verenigd Koninkrijk","London Stock Exchange","GBP"
"9613","NTT DATA CORP","IT","Aandelen","7.875.860,89","0,02","7.875.860,89","432.760,00","18,20","Japan","Tokyo Stock Exchange","JPY"
"4528","ONO PHARMACEUTICAL LTD","Gezondheidszorg","Aandelen","7.849.836,72","0,02","7.849.836,72","333.600,00","23,53","Japan","Tokyo Stock Exchange","JPY"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financiële waarden","Aandelen","7.852.787,80","0,02","7.852.787,80","74.487,00","105,43","België","Nyse Euronext - Euronext Brussels","EUR"
"HEI","HEIDELBERGCEMENT AG","Materialen","Aandelen","7.817.490,38","0,02","7.817.490,38","113.350,00","68,97","Duitsland","Xetra","EUR"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Communicatie","Aandelen","7.816.585,75","0,02","7.816.585,75","307.135,00","25,45","Verenigde Staten","NASDAQ","USD"
"4704","TREND MICRO INC","IT","Aandelen","7.798.585,30","0,02","7.798.585,30","152.079,00","51,28","Japan","Tokyo Stock Exchange","JPY"
"WRK","WESTROCK","Materialen","Aandelen","7.799.316,78","0,02","7.799.316,78","177.823,00","43,86","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DVA","DAVITA INC","Gezondheidszorg","Aandelen","7.787.696,25","0,02","7.787.696,25","71.611,00","108,75","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GL","GLOBE LIFE INC","Financiële waarden","Aandelen","7.782.880,20","0,02","7.782.880,20","76.982,00","101,10","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EMSN","EMS-CHEMIE HOLDING AG","Materialen","Aandelen","7.786.456,60","0,02","7.786.456,60","7.862,00","990,39","Zwitserland","SIX Swiss Exchange","CHF"
"ALO","ALSTOM SA","Industrie","Aandelen","7.766.611,04","0,02","7.766.611,04","220.519,00","35,22","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"PLUG","PLUG POWER INC","Industrie","Aandelen","7.761.266,92","0,02","7.761.266,92","425.042,00","18,26","Verenigde Staten","NASDAQ","USD"
"BEI","BEIERSDORF AG","Basis-consumentengoederen","Aandelen","7.747.789,87","0,02","7.747.789,87","75.982,00","101,97","Duitsland","Xetra","EUR"
"8984","DAIWA HOUSE REIT CORP","Vastgoed","Aandelen","7.739.066,22","0,02","7.739.066,22","2.663,00","2.906,15","Japan","Tokyo Stock Exchange","JPY"
"ASX","ASX LTD","Financiële waarden","Aandelen","7.726.225,39","0,02","7.726.225,39","135.153,00","57,17","Australië","Asx - All Markets","AUD"
